4.089286441364507141e+01,2.880000000000000000e+04,3.334272673052985851e+02
6.861906849619403204e+01,2.880000000000000000e+04,4.263800658380188793e+02
3.499598845791680901e+01,2.880000000000000000e+04,2.884224259187936923e+02
5.078653645932364924e+01,2.880000000000000000e+04,3.708147449687899666e+02
4.412018773392354376e+01,2.880000000000000000e+04,3.670779461232436347e+02
4.440694828979802367e+01,2.880000000000000000e+04,3.449250331381520027e+02
4.993719596610581846e+01,2.880000000000000000e+04,3.972410235526627957e+02
4.838198600482668610e+01,2.880000000000000000e+04,3.654800692904569246e+02
2.134589193165403174e+02,2.880000000000000000e+04,8.813950431965264443e+02
1.232516398986539627e+02,2.880000000000000000e+04,6.270172737488520625e+02
6.325500057076415317e+01,2.880000000000000000e+04,3.981976709282695310e+02
8.336909219997772880e+01,2.880000000000000000e+04,4.507889795129482309e+02
9.231808012977828071e+01,2.880000000000000000e+04,4.898882087116521689e+02
1.016742870071095837e+02,2.880000000000000000e+04,4.926145032649659470e+02
8.005612993249299336e+01,2.880000000000000000e+04,4.838820015312728060e+02
8.088803944769958321e+01,2.880000000000000000e+04,4.848308434913072915e+02
1.024506281297118733e+02,2.880000000000000000e+04,5.727704771015768301e+02
2.033416865005138874e+01,2.880000000000000000e+04,2.388941084040464489e+02
2.236421720900646193e+01,2.880000000000000000e+04,2.377079831195307520e+02
1.116132350322962736e+02,2.880000000000000000e+04,6.021921014548701123e+02
5.517075667269213568e+01,2.880000000000000000e+04,3.769056828216207009e+02
7.852011620434197425e+01,2.880000000000000000e+04,5.123797971087453789e+02
8.021321286519298610e+01,2.880000000000000000e+04,4.676240559785516666e+02
4.915378537681999660e+01,2.880000000000000000e+04,3.883498070494127319e+02
1.081057873377663157e+02,2.880000000000000000e+04,5.731480119342811577e+02
3.754552964536074455e+01,2.880000000000000000e+04,3.034054464346474447e+02
5.534048543475793736e+01,2.880000000000000000e+04,3.953432966076292701e+02
7.297468195165278360e+01,2.880000000000000000e+04,4.325672900191358394e+02
5.269463340159121856e+01,2.880000000000000000e+04,4.156360489784936476e+02
8.731793916763858476e+01,2.880000000000000000e+04,5.148049329251360859e+02
6.069007756723448210e+01,2.880000000000000000e+04,3.771764623464505348e+02
1.184309522029111008e+02,2.880000000000000000e+04,6.378788270413106147e+02
8.582016507454389398e+01,2.880000000000000000e+04,4.612924193356518572e+02
1.254327524900221533e+02,2.880000000000000000e+04,6.176907174026548546e+02
1.595229210452197890e+02,2.880000000000000000e+04,7.175562721745335466e+02
1.434788625048154813e+02,2.880000000000000000e+04,6.691628947924623390e+02
1.634655665746105626e+02,2.880000000000000000e+04,7.557083383309937972e+02
1.129063563897464917e+02,2.880000000000000000e+04,6.143473447064670836e+02
3.027226451051937772e+01,2.880000000000000000e+04,2.892785760498381933e+02
